NA,NA,NA,NA,NA,NA,NA,0.5,0
0.2,1,NA,1,0.2,0.333333333333333,0.285714285714286,1,0
0.5,0.666666666666667,0.6,0.6,1,1,1,0,0
0.333333333333333,0.5,0.666666666666667,0.5,0.333333333333333,0,0,NA,NA
0.333333333333333,0.5,0.25,0.2,0.333333333333333,0.25,0.333333333333333,0,NA
0.25,0.4,0,0,0.2,0.25,0.25,1,0
NA,NA,NA,NA,NA,NA,NA,0.5,0
NA,NA,NA,0.75,NA,NA,NA,0.25,0
0,0.333333333333333,1,1,0,0,0,0,NA
0,0.5,0.5,0.5,0,NA,0,0,NA
0,0.666666666666667,NA,0.333333333333333,NA,NA,NA,0.666666666666667,0
0,0,0.5,0.5,0.2,0.333333333333333,0.4,0.333333333333333,NA
0.2,0,NA,NA,0.2,0.5,0.5,NA,NA
0,1,0.333333333333333,0.333333333333333,NA,0.5,0.333333333333333,0.333333333333333,0
0.333333333333333,0.5,1,1,0.5,0.5,0.5,0,0
0,0,1,NA,NA,NA,NA,0.25,0
0,0.5,1,1,0.2,0.2,0.2,0.25,0
0,1,0.5,0.5,0.25,0,0,0,0
0.333333333333333,0.75,0.4,0.25,0.5,0.5,0.5,0,0
NA,NA,0.8,0.666666666666667,NA,NA,NA,0.5,NA
NA,NA,0.333333333333333,0.333333333333333,NA,NA,NA,0.25,0
0,0,0.8,0.8,0,0,0,0,0
0,1,0.75,0.5,0.5,0,0,0.333333333333333,0
NA,NA,NA,NA,0,0,0,0.166666666666667,0
0,0.5,0,0,NA,1,0.5,1,0
0.142857142857143,0.5,0.666666666666667,0.666666666666667,0.333333333333333,0.4,0.4,0.333333333333333,0
0,0,0.666666666666667,0.666666666666667,0.25,0.333333333333333,0,0.5,NA
0.5,0.5,0.666666666666667,0.5,0,0.25,0.25,1,NA
NA,NA,NA,NA,0,NA,NA,0.333333333333333,0
0,0.333333333333333,0.5,0.75,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,0,0.166666666666667,0.333333333333333,0.166666666666667,0.2,0
0.333333333333333,0.333333333333333,1,1,0,0,0,0,0.166666666666667
0,1,0.5,0.5,NA,NA,NA,0.666666666666667,0
0,0,NA,0.666666666666667,0.333333333333333,0.666666666666667,0.5,0,0
NA,NA,0.5,NA,0.2,0.2,0.2,0.333333333333333,NA
0,0.666666666666667,0.5,0.5,0,0.5,0,0,0
NA,NA,0.5,NA,NA,NA,NA,1,0
0.2,0,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0
0,NA,NA,1,0,0,0,0,0
0,0.25,1,1,0.2,0.25,0.25,NA,0
NA,NA,0.8,NA,0.5,NA,NA,0.333333333333333,0
0.333333333333333,1,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,NA,NA
0.25,0.333333333333333,0.5,0.333333333333333,0.333333333333333,0.5,0.5,NA,0
0,0.2,0.666666666666667,0.666666666666667,0,0,0,0.333333333333333,0
0,0.5,NA,NA,0,0.5,0.5,0.666666666666667,0
0,0.4,0.5,0.5,0.142857142857143,0,0,0,NA
0.2,1,0.5,0.5,0,0.333333333333333,0,0,NA
1,0.5,0.8,0.5,0.666666666666667,0.666666666666667,1,0,0
NA,NA,0.666666666666667,NA,NA,NA,NA,0.166666666666667,0
NA,NA,NA,NA,0.25,0.25,0.25,NA,0
0,0.4,NA,1,0,0,0,0.333333333333333,0
0,0,1,1,0,0.25,0.2,0.4,0
0,0.75,0.25,0.25,0.25,0,0,0,0
0.5,0.5,NA,NA,NA,1,1,0,NA
NA,NA,NA,NA,NA,NA,NA,0.5,NA
0.25,0.5,1,0.666666666666667,0,0.25,0.25,1,NA
NA,NA,0.666666666666667,0.5,0.333333333333333,0.2,0.2,0.333333333333333,0
0.5,0.5,1,0.666666666666667,NA,1,1,0,0
0,0.428571428571429,NA,0.25,NA,NA,NA,0,0
0.333333333333333,0,1,1,0.666666666666667,0.75,0.333333333333333,NA,0
NA,NA,0.333333333333333,0.25,NA,NA,NA,0.333333333333333,0
0,0.4,0.8,NA,0.4,0.333333333333333,0.333333333333333,0.25,0
0,0.333333333333333,0.6,0.5,0.25,0.25,0.25,0.25,0
0,0.8,0.5,0.5,0,0,0,0.25,0
0,0.5,0.6,0.5,NA,0,0,0.25,0
NA,NA,0.25,NA,NA,NA,NA,0.4,0
0,0.5,1,1,0,0,0,0.333333333333333,NA
0,0.5,1,1,0.2,0.5,0.5,0.333333333333333,0
0,0.5,0.666666666666667,0.666666666666667,0,0,0,0,0
NA,NA,NA,NA,0,NA,NA,NA,0
0,0.75,NA,1,0.333333333333333,0.25,0.333333333333333,NA,0
0,0.166666666666667,0.666666666666667,0.571428571428571,NA,0,0,0,0
1,1,0.666666666666667,0.666666666666667,1,1,1,0.5,0
0,NA,1,1,0,0.25,0.2,0.25,NA
0,0.75,0,0,0,0,0,0.5,0
0,0,1,0.5,0,0,0,NA,0
NA,NA,0.5,NA,NA,NA,NA,0.333333333333333,NA
NA,NA,0.75,0.75,NA,NA,NA,0.25,NA
NA,NA,NA,NA,0,0.333333333333333,0.333333333333333,0.5,0
NA,NA,NA,0,NA,NA,NA,0,0
0,0.6,0.666666666666667,0.5,0,0,0,0.5,0
0.5,1,0.75,0.75,0.5,0.5,0.5,NA,0
0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.5,0
NA,NA,0.8,NA,0.25,0.5,0.333333333333333,0.333333333333333,0
NA,NA,0.5,0.5,NA,NA,NA,0,0
0,0.75,0.8,NA,0,NA,0,0,0
0.2,0.666666666666667,NA,0.6,0,NA,NA,1,0
0,0.25,0,0,0.25,0.2,0,0.666666666666667,NA
0,1,0.5,0.333333333333333,0.25,0,0,0.25,0
0,0.333333333333333,1,0.5,0,0,0,0.2,0
0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0,NA
NA,NA,NA,NA,0.4,0.25,0,0,0
0,0.5,1,NA,0,0,0,0.25,0
NA,NA,NA,0.25,NA,NA,NA,0.333333333333333,0
0.25,0.714285714285714,0.75,0.75,0,0,0,0,NA
0.25,0.5,NA,NA,0.333333333333333,0.5,0.5,NA,NA
0.2,0.5,0.5,0.333333333333333,NA,0.25,0.25,1,0
0,0,NA,0.75,0,0.333333333333333,0.333333333333333,0.25,0
0,0,0.5,0.5,1,1,1,0.25,0
0,1,0,0,0.5,0.5,0,NA,NA
0.5,0.5,1,1,0.666666666666667,0.333333333333333,0.333333333333333,0,0
NA,NA,NA,0.333333333333333,NA,NA,NA,0,0
